"","us","Total Female Population","NAME","Total Population","Median Age","Total Male Population","White Alone","Black or African American Alone","Asian Alone","Hispanic or Latino Population","Median Household Income","Household Income Brackets","Per Capita Income","Population Below Poverty Level","Median Home Value","Median Gross Rent","Labor Force","Unemployed Population","Civilian Employed Population","Industry for Civilian Employed Population","High School Graduate or Equivalent","Bachelor's Degree","Master's Degree","Professional School Degree","Doctorate Degree","Total Housing Units","Occupied Housing Units","Vacant Housing Units","Owner-Occupied Housing Units","Renter-Occupied Housing Units","Total Workers","Workers Who Drive Alone","Workers Using Public Transport","Mean Travel Time to Work (Minutes)","Total Population for Health Insurance Coverage","Population with Public Health Insurance","Population with Private Health Insurance","Population with No Health Insurance","B01001_003E","B01001_004E","B01001_005E","B01001_006E","B01001_007E","B01001_008E","B01001_009E","B01001_010E","B01001_011E","B01001_012E","B01001_013E","B01001_014E","B01001_015E","B01001_016E","B01001_017E","B01001_018E","B01001_019E","B01001_020E","B01001_021E","B01001_022E","B01001_023E","B01001_024E","B01001_025E","B01001_027E","B01001_028E","B01001_029E","B01001_030E","B01001_031E","B01001_032E","B01001_033E","B01001_034E","B01001_035E","B01001_036E","B01001_037E","B01001_038E","B01001_039E","B01001_040E","B01001_041E","B01001_042E","B01001_043E","B01001_044E","B01001_045E","B01001_046E","B01001_047E","B01001_048E","B01001_049E"
"1","1",167842453,"United States",332387540,38.7,164545087,210875446,41070890,19352659,63131589,78538,6214601,43289,40390045,303400,1348,169855626,8759317,17176172,47947,50834792,20059257,48591540,22436592,5226273,142332876,127482865,14850011,82892037,44590828,157645183,110653318,5528841,3623435420,327425278,522385,1644806,19921013,9688436,10296243,11032019,6677172,4477565,2247227,2228358,6516600,11387846,11647890,11216324,10673030,10008664,10367604,10492868,4300173,6067989,3713703,4997615,6974459,4497179,2708208,2327915,9251463,9806108,10523916,6369881,4287138,2138956,2132462,6279335,11052805,11409091,11036796,10566737,10043210,10428235,10803732,4492270,6469350,4052765,5576237,7978348,5461052,3631914,4050652
