"","state","county","Total Female Population","NAME","Total Population","Median Age","Total Male Population","White Alone","Black or African American Alone","Asian Alone","Hispanic or Latino Population","Median Household Income","Household Income Brackets","Per Capita Income","Population Below Poverty Level","Median Home Value","Median Gross Rent","Labor Force","Unemployed Population","Civilian Employed Population","Industry for Civilian Employed Population","High School Graduate or Equivalent","Bachelor's Degree","Master's Degree","Professional School Degree","Doctorate Degree","Total Housing Units","Occupied Housing Units","Vacant Housing Units","Owner-Occupied Housing Units","Renter-Occupied Housing Units","Total Workers","Workers Who Drive Alone","Workers Using Public Transport","Mean Travel Time to Work (Minutes)","Total Population for Health Insurance Coverage","Population with Public Health Insurance","Population with Private Health Insurance","Population with No Health Insurance","B01001_003E","B01001_004E","B01001_005E","B01001_006E","B01001_007E","B01001_008E","B01001_009E","B01001_010E","B01001_011E","B01001_012E","B01001_013E","B01001_014E","B01001_015E","B01001_016E","B01001_017E","B01001_018E","B01001_019E","B01001_020E","B01001_021E","B01001_022E","B01001_023E","B01001_024E","B01001_025E","B01001_027E","B01001_028E","B01001_029E","B01001_030E","B01001_031E","B01001_032E","B01001_033E","B01001_034E","B01001_035E","B01001_036E","B01001_037E","B01001_038E","B01001_039E","B01001_040E","B01001_041E","B01001_042E","B01001_043E","B01001_044E","B01001_045E","B01001_046E","B01001_047E","B01001_048E","B01001_049E"
"1","12","021",196350,"Collier County, Florida",387681,53.1,191331,269331,25539,5782,106446,86173,6545,59973,40135,486800,1752,170431,6842,21246,44106,65811,26707,69373,33054,11011,234732,160867,73865,122225,38642,160079,114692,968,3484775,385705,832,2314,15786,8071,8455,9835,6026,3748,2179,1628,5185,8893,9355,9934,9339,9634,11015,13342,5481,7294,6015,9614,13704,14527,9639,8418,7877,8351,9149,5873,3289,1488,1400,5378,8322,8459,9243,9179,9989,11571,13309,6618,8680,7086,9894,16189,16120,10629,8257
